x,y (H1),EXACT,%Err(H1)
0.336,1.175890096,0.929055754,0.27%
0.337,1.175818541,0.927808342,0.27%
0.338,1.175717209,0.92653124,0.27%
0.339,1.175586075,0.925224451,0.27%
0.34,1.175425111,0.923887979,0.27%
0.341,1.175234291,0.922521827,0.27%
0.342,1.175013592,0.921126001,0.28%
0.343,1.174762987,0.919700506,0.28%
0.344,1.174482455,0.918245348,0.28%
0.345,1.174171971,0.916760535,0.28%
0.346,1.173831514,0.915246073,0.28%
0.347,1.173461062,0.913701973,0.28%
0.348,1.173060595,0.912128243,0.29%
0.349,1.172630093,0.910524893,0.29%
0.35,1.172169536,0.908891934,0.29%
0.351,1.171678907,0.907229378,0.29%
0.352,1.171158187,0.905537237,0.29%
0.353,1.17060736,0.903815524,0.30%
0.354,1.170026409,0.902064254,0.30%
0.355,1.169415319,0.900283441,0.30%
0.356,1.168774075,0.898473099,0.30%
0.357,1.168102663,0.896633247,0.30%
0.358,1.16740107,0.8947639,0.30%
0.359,1.166669284,0.892865076,0.31%
0.36,1.165907293,0.890936793,0.31%
0.361,1.165115085,0.888979072,0.31%
0.362,1.164292651,0.886991932,0.31%
0.363,1.163439981,0.884975393,0.31%
0.364,1.162557066,0.882929477,0.32%
0.365,1.161643899,0.880854207,0.32%
0.366,1.160700472,0.878749605,0.32%
0.367,1.159726779,0.876615696,0.32%
0.368,1.158722815,0.874452504,0.33%
0.369,1.157688573,0.872260054,0.33%
0.37,1.15662405,0.870038373,0.33%
0.371,1.155529243,0.867787487,0.33%
0.372,1.154404149,0.865507423,0.33%
0.373,1.153248766,0.863198211,0.34%
0.374,1.152063094,0.86085988,0.34%
0.375,1.15084713,0.858492459,0.34%
0.376,1.149600877,0.85609598,0.34%
0.377,1.148324335,0.853670473,0.35%
0.378,1.147017507,0.85121597,0.35%
0.379,1.145680394,0.848732506,0.35%
0.38,1.144313,0.846220113,0.35%
0.381,1.14291533,0.843678827,0.35%
0.382,1.141487389,0.841108682,0.36%
0.383,1.140029183,0.838509714,0.36%
0.384,1.138540717,0.835881961,0.36%
0.385,1.137021999,0.83322546,0.36%
0.386,1.135473038,0.830540249,0.37%
0.387,1.133893843,0.827826367,0.37%
0.388,1.132284422,0.825083855,0.37%
0.389,1.130644787,0.822312752,0.37%
0.39,1.128974948,0.819513101,0.38%
0.391,1.127274917,0.816684943,0.38%
0.392,1.125544708,0.813828322,0.38%
0.393,1.123784334,0.81094328,0.39%
0.394,1.121993809,0.808029863,0.39%
0.395,1.120173147,0.805088116,0.39%
0.396,1.118322366,0.802118085,0.39%
0.397,1.116441482,0.799119816,0.40%
0.398,1.114530511,0.796093357,0.40%
0.399,1.112589472,0.793038756,0.40%
0.4,1.110618385,0.789956062,0.41%
0.401,1.108617269,0.786845325,0.41%
0.402,1.106586143,0.783706596,0.41%
0.403,1.104525031,0.780539925,0.42%
0.404,1.102433953,0.777345365,0.42%
0.405,1.100312933,0.774122969,0.42%
0.406,1.098161994,0.77087279,0.42%
0.407,1.09598116,0.767594883,0.43%
0.408,1.093770458,0.764289302,0.43%
0.409,1.091529912,0.760956103,0.43%
0.41,1.089259549,0.757595343,0.44%
0.411,1.086959398,0.75420708,0.44%
0.412,1.084629486,0.750791371,0.44%
0.413,1.082269842,0.747348275,0.45%
0.414,1.079880496,0.743877852,0.45%
0.415,1.077461479,0.740380161,0.46%
0.416,1.075012823,0.736855265,0.46%
0.417,1.072534559,0.733303225,0.46%
0.418,1.070026721,0.729724104,0.47%
0.419,1.067489342,0.726117965,0.47%
0.42,1.064922457,0.722484871,0.47%
0.421,1.062326101,0.718824888,0.48%
0.422,1.05970031,0.715138082,0.48%
0.423,1.057045121,0.711424518,0.49%
0.424,1.054360572,0.707684264,0.49%
0.425,1.051646702,0.703917387,0.49%
0.426,1.048903549,0.700123956,0.50%
0.427,1.046131153,0.696304041,0.50%
0.428,1.043329555,0.692457711,0.51%
0.429,1.040498798,0.688585036,0.51%
0.43,1.037638922,0.68468609,0.52%
0.431,1.034749972,0.680760942,0.52%
0.432,1.031831991,0.676809668,0.52%
0.433,1.028885024,0.67283234,0.53%
0.434,1.025909116,0.668829032,0.53%
0.435,1.022904313,0.664799821,0.54%
0.436,1.019870663,0.660744781,0.54%
0.437,1.016808214,0.656663989,0.55%
0.438,1.013717013,0.652557523,0.55%
0.439,1.01059711,0.648425461,0.56%
0.44,1.007448556,0.644267882,0.56%
0.441,1.0042714,0.640084864,0.57%
0.442,1.001065696,0.635876488,0.57%
0.443,0.997831494,0.631642836,0.58%
0.444,0.994568849,0.627383988,0.59%
0.445,0.991277815,0.623100028,0.59%
0.446,0.987958445,0.618791038,0.60%
0.447,0.984610796,0.614457102,0.60%
0.448,0.981234924,0.610098305,0.61%
0.449,0.977830886,0.605714731,0.61%
0.45,0.974398739,0.601306468,0.62%
0.451,0.970938543,0.596873601,0.63%
0.452,0.967450357,0.592416217,0.63%
0.453,0.96393424,0.587934406,0.64%
0.454,0.960390254,0.583428256,0.65%
0.455,0.95681846,0.578897855,0.65%
0.456,0.953218921,0.574343295,0.66%
0.457,0.9495917,0.569764666,0.67%
0.458,0.945936861,0.565162061,0.67%
0.459,0.942254468,0.56053557,0.68%
0.46,0.938544588,0.555885287,0.69%
0.461,0.934807285,0.551211307,0.70%
0.462,0.931042628,0.546513722,0.70%
0.463,0.927250683,0.541792629,0.71%
0.464,0.92343152,0.537048122,0.72%
0.465,0.919585208,0.532280299,0.73%
0.466,0.915711816,0.527489257,0.74%
0.467,0.911811416,0.522675093,0.74%
0.468,0.907884079,0.517837906,0.75%
0.469,0.903929877,0.512977794,0.76%
0.47,0.899948883,0.508094859,0.77%
0.471,0.895941171,0.5031892,0.78%
0.472,0.891906815,0.498260918,0.79%
0.473,0.887845892,0.493310116,0.80%
0.474,0.883758476,0.488336896,0.81%
0.475,0.879644645,0.483341361,0.82%
0.476,0.875504475,0.478323615,0.83%
0.477,0.871338046,0.473283762,0.84%
0.478,0.867145437,0.468221908,0.85%
0.479,0.862926726,0.463138159,0.86%
0.48,0.858681994,0.458032621,0.87%
0.481,0.854411324,0.452905402,0.89%
0.482,0.850114795,0.447756608,0.90%
0.483,0.845792492,0.44258635,0.91%
0.484,0.841444498,0.437394735,0.92%
0.485,0.837070897,0.432181873,0.94%
0.486,0.832671773,0.426947876,0.95%
0.487,0.828247212,0.421692854,0.96%
0.488,0.823797301,0.416416918,0.98%
0.489,0.819322126,0.411120182,0.99%
0.49,0.814821776,0.405802758,1.01%
0.491,0.810296339,0.400464759,1.02%
0.492,0.805745904,0.395106301,1.04%
0.493,0.801170561,0.389727498,1.06%
0.494,0.796570401,0.384328465,1.07%
0.495,0.791945515,0.378909319,1.09%
0.496,0.787295995,0.373470176,1.11%
0.497,0.782621934,0.368011154,1.13%
0.498,0.777923426,0.362532371,1.15%
0.499,0.773200564,0.357033946,1.17%
0.5,0.768453444,0.351515997,1.19%
0.501,0.763682162,0.345978645,1.21%
0.502,0.758886813,0.34042201,1.23%
0.503,0.754067495,0.334846213,1.25%
0.504,0.749224306,0.329251375,1.28%
0.505,0.744357344,0.32363762,1.30%
0.506,0.739466708,0.31800507,1.33%
0.507,0.734552498,0.312353849,1.35%
0.508,0.729614815,0.30668408,1.38%
0.509,0.724653759,0.300995889,1.41%
0.51,0.719669434,0.295289399,1.44%
0.511,0.714661941,0.289564739,1.47%
0.512,0.709631384,0.283822033,1.50%
0.513,0.704577866,0.278061409,1.53%
0.514,0.699501493,0.272282995,1.57%
0.515,0.69440237,0.266486918,1.61%
0.516,0.689280603,0.260673307,1.64%
0.517,0.684136299,0.254842292,1.68%
0.518,0.678969564,0.248994003,1.73%
0.519,0.673780508,0.24312857,1.77%
0.52,0.668569239,0.237246124,1.82%
0.521,0.663335866,0.231346797,1.87%
0.522,0.658080499,0.22543072,1.92%
0.523,0.65280325,0.219498027,1.97%
0.524,0.647504229,0.213548851,2.03%
0.525,0.642183549,0.207583325,2.09%
0.526,0.636841323,0.201601585,2.16%
0.527,0.631477663,0.195603764,2.23%
0.528,0.626092684,0.189589998,2.30%
0.529,0.620686501,0.183560423,2.38%
0.53,0.615259229,0.177515177,2.47%
0.531,0.609810984,0.171454395,2.56%
0.532,0.604341882,0.165378215,2.65%
0.533,0.598852042,0.159286776,2.76%
0.534,0.59334158,0.153180215,2.87%
0.535,0.587810616,0.147058673,3.00%
0.536,0.582259268,0.140922289,3.13%
0.537,0.576687657,0.134771202,3.28%
0.538,0.571095902,0.128605555,3.44%
0.539,0.565484126,0.122425487,3.62%
0.54,0.55985245,0.116231141,3.82%
0.541,0.554200996,0.110022658,4.04%
0.542,0.548529887,0.103800182,4.28%
0.543,0.542839247,0.097563856,4.56%
0.544,0.5371292,0.091313823,4.88%
0.545,0.531399871,0.085050228,5.25%
0.546,0.525651385,0.078773214,5.67%
0.547,0.519883868,0.072482929,6.17%
0.548,0.514097447,0.066179516,6.77%
0.549,0.50829225,0.059863122,7.49%
0.55,0.502468403,0.053533894,8.39%
0.551,0.496626037,0.047191978,9.52%
0.552,0.490765279,0.040837523,11.02%
0.553,0.484886259,0.034470676,13.07%
0.554,0.478989108,0.028091586,16.05%
0.555,0.473073956,0.021700401,20.80%
0.556,0.467140935,0.015297271,29.54%
0.557,0.461190177,0.008882346,50.92%
0.558,0.455221814,0.002455776,184.37%
0.559,0.44923598,-0.003982289,-113.81%
0.56,0.443232808,-0.010431697,-43.49%
0.561,0.437212433,-0.016892296,-26.88%
0.562,0.431174989,-0.023363935,-19.46%
0.563,0.425120613,-0.029846461,-15.24%
0.564,0.419049439,-0.036339721,-12.53%
0.565,0.412961605,-0.042843562,-10.64%
0.566,0.406857247,-0.04935783,-9.24%
0.567,0.400736504,-0.055882372,-8.17%
0.568,0.394599513,-0.062417032,-7.32%
0.569,0.388446414,-0.068961656,-6.63%
0.57,0.382277345,-0.075516088,-6.06%
0.571,0.376092447,-0.082080172,-5.58%
0.572,0.369891859,-0.088653753,-5.17%
0.573,0.363675724,-0.095236673,-4.82%
0.574,0.357444182,-0.101828777,-4.51%
0.575,0.351197375,-0.108429905,-4.24%
0.576,0.344935447,-0.115039902,-4.00%
0.577,0.338658539,-0.121658608,-3.78%
0.578,0.332366796,-0.128285865,-3.59%
0.579,0.326060361,-0.134921514,-3.42%
0.58,0.31973938,-0.141565396,-3.26%
0.581,0.313403997,-0.148217352,-3.11%
0.582,0.307054359,-0.154877221,-2.98%
0.583,0.30069061,-0.161544843,-2.86%
0.584,0.294312898,-0.168220058,-2.75%
0.585,0.287921371,-0.174902704,-2.65%
0.586,0.281516175,-0.18159262,-2.55%
0.587,0.275097458,-0.188289644,-2.46%
0.588,0.268665371,-0.194993614,-2.38%
0.589,0.26222006,-0.201704368,-2.30%
0.59,0.255761677,-0.208421743,-2.23%
0.591,0.249290371,-0.215145577,-2.16%
0.592,0.242806293,-0.221875704,-2.09%
0.593,0.236309593,-0.228611963,-2.03%
0.594,0.229800424,-0.235354188,-1.98%
0.595,0.223278937,-0.242102216,-1.92%
0.596,0.216745284,-0.248855881,-1.87%
0.597,0.21019962,-0.25561502,-1.82%
0.598,0.203642096,-0.262379466,-1.78%
0.599,0.197072866,-0.269149053,-1.73%
0.6,0.190492086,-0.275923617,-1.69%
0.601,0.183899909,-0.282702991,-1.65%
0.602,0.177296491,-0.289487008,-1.61%
0.603,0.170681987,-0.296275502,-1.58%
0.604,0.164056554,-0.303068306,-1.54%
0.605,0.157420347,-0.309865252,-1.51%
0.606,0.150773524,-0.316666172,-1.48%
0.607,0.144116242,-0.3234709,-1.45%
0.608,0.137448659,-0.330279267,-1.42%
0.609,0.130770932,-0.337091104,-1.39%
0.61,0.124083221,-0.343906244,-1.36%
0.611,0.117385684,-0.350724516,-1.33%
0.612,0.11067848,-0.357545752,-1.31%
0.613,0.10396177,-0.364369783,-1.29%
0.614,0.097235714,-0.371196439,-1.26%
0.615,0.090500471,-0.37802555,-1.24%
0.616,0.083756204,-0.384856946,-1.22%
0.617,0.077003073,-0.391690457,-1.20%
0.618,0.070241241,-0.398525913,-1.18%
0.619,0.063470869,-0.405363142,-1.16%
0.62,0.056692119,-0.412201973,-1.14%
0.621,0.049905156,-0.419042236,-1.12%
0.622,0.043110141,-0.425883759,-1.10%
0.623,0.036307239,-0.432726371,-1.08%
0.624,0.029496613,-0.439569899,-1.07%
0.625,0.022678428,-0.446414173,-1.05%
0.626,0.015852848,-0.453259018,-1.04%
0.627,0.009020039,-0.460104264,-1.02%
0.628,0.002180166,-0.466949738,-1.00%
0.629,-0.004666605,-0.473795267,-0.99%
0.63,-0.011520109,-0.480640678,-0.98%
0.631,-0.018380179,-0.487485798,-0.96%
0.632,-0.025246647,-0.494330454,-0.95%
0.633,-0.032119348,-0.501174472,-0.94%
0.634,-0.038998114,-0.50801768,-0.92%
0.635,-0.045882777,-0.514859903,-0.91%
0.636,-0.052773168,-0.521700967,-0.90%
0.637,-0.059669121,-0.528540698,-0.89%
0.638,-0.066570465,-0.535378923,-0.88%
0.639,-0.073477032,-0.542215467,-0.86%
0.64,-0.080388654,-0.549050156,-0.85%
0.641,-0.087305159,-0.555882815,-0.84%
0.642,-0.094226379,-0.56271327,-0.83%
0.643,-0.101152143,-0.569541345,-0.82%
0.644,-0.108082281,-0.576366866,-0.81%
0.645,-0.115016622,-0.583189658,-0.80%
0.646,-0.121954996,-0.590009546,-0.79%
0.647,-0.12889723,-0.596826354,-0.78%
0.648,-0.135843154,-0.603639908,-0.77%
0.649,-0.142792595,-0.610450032,-0.77%
0.65,-0.149745382,-0.61725655,-0.76%
0.651,-0.156701342,-0.624059287,-0.75%
0.652,-0.163660303,-0.630858068,-0.74%
0.653,-0.170622092,-0.637652716,-0.73%
0.654,-0.177586536,-0.644443056,-0.72%
0.655,-0.184553462,-0.651228912,-0.72%
0.656,-0.191522696,-0.658010107,-0.71%
0.657,-0.198494064,-0.664786467,-0.70%
0.658,-0.205467392,-0.671557815,-0.69%
0.659,-0.212442507,-0.678323975,-0.69%
0.66,-0.219419233,-0.68508477,-0.68%
0.661,-0.226397396,-0.691840026,-0.67%
0.662,-0.233376822,-0.698589565,-0.67%
0.663,-0.240357335,-0.70533321,-0.66%
0.664,-0.24733876,-0.712070787,-0.65%
0.665,-0.254320922,-0.718802119,-0.65%
0.666,-0.261303644,-0.725527029,-0.64%
0.667,-0.268286751,-0.732245341,-0.63%
0.668,-0.275270068,-0.738956879,-0.63%
0.669,-0.282253417,-0.745661466,-0.62%
0.67,-0.289236622,-0.752358927,-0.62%
0.671,-0.296219507,-0.759049084,-0.61%
0.672,-0.303201896,-0.765731762,-0.60%
0.673,-0.31018361,-0.772406784,-0.60%
0.674,-0.317164474,-0.779073973,-0.59%
0.675,-0.32414431,-0.785733155,-0.59%
0.676,-0.33112294,-0.792384151,-0.58%
0.677,-0.338100188,-0.799026787,-0.58%
0.678,-0.345075875,-0.805660886,-0.57%
0.679,-0.352049823,-0.812286271,-0.57%
0.68,-0.359021856,-0.818902768,-0.56%
0.681,-0.365991794,-0.825510199,-0.56%
0.682,-0.372959459,-0.832108388,-0.55%
0.683,-0.379924674,-0.838697161,-0.55%
0.684,-0.38688726,-0.84527634,-0.54%
0.685,-0.393847038,-0.851845751,-0.54%
0.686,-0.400803829,-0.858405217,-0.53%
0.687,-0.407757456,-0.864954563,-0.53%
0.688,-0.414707738,-0.871493612,-0.52%
0.689,-0.421654498,-0.878022191,-0.52%
0.69,-0.428597556,-0.884540122,-0.52%
0.691,-0.435536733,-0.891047232,-0.51%
0.692,-0.44247185,-0.897543344,-0.51%
0.693,-0.449402728,-0.904028284,-0.50%
0.694,-0.456329186,-0.910501876,-0.50%
0.695,-0.463251047,-0.916963946,-0.49%
0.696,-0.47016813,-0.92341432,-0.49%
0.697,-0.477080256,-0.929852821,-0.49%
0.698,-0.483987245,-0.936279276,-0.48%
0.699,-0.490888918,-0.94269351,-0.48%
0.7,-0.497785095,-0.94909535,-0.48%
0.701,-0.504675596,-0.95548462,-0.47%
0.702,-0.511560242,-0.961861147,-0.47%
0.703,-0.518438853,-0.968224758,-0.46%
0.704,-0.525311248,-0.974575278,-0.46%
0.705,-0.532177249,-0.980912534,-0.46%
0.706,-0.539036674,-0.987236352,-0.45%
0.707,-0.545889346,-0.99354656,-0.45%
0.708,-0.552735082,-0.999842984,-0.45%
0.709,-0.559573705,-1.006125451,-0.44%
0.71,-0.566405033,-1.012393789,-0.44%
0.711,-0.573228887,-1.018647826,-0.44%
0.712,-0.580045087,-1.024887388,-0.43%
0.713,-0.586853454,-1.031112305,-0.43%
0.714,-0.593653806,-1.037322403,-0.43%
0.715,-0.600445965,-1.043517511,-0.42%
0.716,-0.607229751,-1.049697459,-0.42%
0.717,-0.614004984,-1.055862074,-0.42%
0.718,-0.620771484,-1.062011185,-0.42%
0.719,-0.627529072,-1.068144622,-0.41%
0.72,-0.634277568,-1.074262213,-0.41%
0.721,-0.641016792,-1.080363789,-0.41%
0.722,-0.647746565,-1.08644918,-0.40%
0.723,-0.654466707,-1.092518215,-0.40%
0.724,-0.66117704,-1.098570725,-0.40%
0.725,-0.667877383,-1.10460654,-0.40%
0.726,-0.674567557,-1.110625491,-0.39%
0.727,-0.681247384,-1.116627409,-0.39%
0.728,-0.687916684,-1.122612126,-0.39%
0.729,-0.694575277,-1.128579473,-0.38%
0.73,-0.701222986,-1.134529282,-0.38%
0.731,-0.707859632,-1.140461385,-0.38%
0.732,-0.714485035,-1.146375614,-0.38%
0.733,-0.721099017,-1.152271803,-0.37%
0.734,-0.727701399,-1.158149784,-0.37%
0.735,-0.734292003,-1.164009391,-0.37%
0.736,-0.740870652,-1.169850457,-0.37%
0.737,-0.747437165,-1.175672816,-0.36%
0.738,-0.753991367,-1.181476302,-0.36%
0.739,-0.760533078,-1.18726075,-0.36%
0.74,-0.767062121,-1.193025995,-0.36%
0.741,-0.773578319,-1.198771871,-0.35%
0.742,-0.780081493,-1.204498214,-0.35%
0.743,-0.786571467,-1.210204861,-0.35%
0.744,-0.793048064,-1.215891646,-0.35%
0.745,-0.799511105,-1.221558407,-0.35%
0.746,-0.805960416,-1.22720498,-0.34%
0.747,-0.812395818,-1.232831203,-0.34%
0.748,-0.818817135,-1.238436913,-0.34%
0.749,-0.825224192,-1.244021948,-0.34%
0.75,-0.831616812,-1.249586146,-0.33%
0.751,-0.837994818,-1.255129346,-0.33%
0.752,-0.844358036,-1.260651386,-0.33%
0.753,-0.85070629,-1.266152106,-0.33%
0.754,-0.857039404,-1.271631347,-0.33%
0.755,-0.863357204,-1.277088946,-0.32%
0.756,-0.869659513,-1.282524746,-0.32%
0.757,-0.875946159,-1.287938588,-0.32%
0.758,-0.882216965,-1.293330311,-0.32%
0.759,-0.888471759,-1.298699759,-0.32%
0.76,-0.894710365,-1.304046773,-0.31%
0.761,-0.90093261,-1.309371195,-0.31%
0.762,-0.907138321,-1.314672869,-0.31%
0.763,-0.913327324,-1.319951638,-0.31%
0.764,-0.919499446,-1.325207345,-0.31%
0.765,-0.925654514,-1.330439835,-0.30%
0.766,-0.931792356,-1.335648952,-0.30%
0.767,-0.937912799,-1.340834541,-0.30%
0.768,-0.944015672,-1.345996448,-0.30%
0.769,-0.950100803,-1.351134519,-0.30%
0.77,-0.956168019,-1.3562486,-0.29%
0.771,-0.962217151,-1.361338537,-0.29%
0.772,-0.968248027,-1.366404179,-0.29%
0.773,-0.974260476,-1.371445372,-0.29%
0.774,-0.980254328,-1.376461966,-0.29%
0.775,-0.986229414,-1.381453808,-0.29%
0.776,-0.992185562,-1.386420747,-0.28%
0.777,-0.998122605,-1.391362634,-0.28%
0.778,-1.004040373,-1.396279319,-0.28%
0.779,-1.009938696,-1.401170651,-0.28%
0.78,-1.015817408,-1.406036483,-0.28%
0.781,-1.021676339,-1.410876665,-0.28%
0.782,-1.027515321,-1.41569105,-0.27%
0.783,-1.033334188,-1.420479491,-0.27%
0.784,-1.039132772,-1.425241839,-0.27%
0.785,-1.044910906,-1.42997795,-0.27%
0.786,-1.050668424,-1.434687676,-0.27%
0.787,-1.05640516,-1.439370874,-0.27%
0.788,-1.062120947,-1.444027397,-0.26%
0.789,-1.067815622,-1.448657101,-0.26%
0.79,-1.073489018,-1.453259844,-0.26%
0.791,-1.079140972,-1.45783548,-0.26%
0.792,-1.084771318,-1.462383869,-0.26%
0.793,-1.090379894,-1.466904867,-0.26%
0.794,-1.095966535,-1.471398333,-0.26%
0.795,-1.101531078,-1.475864126,-0.25%
0.796,-1.107073362,-1.480302105,-0.25%
0.797,-1.112593223,-1.484712131,-0.25%
0.798,-1.118090499,-1.489094064,-0.25%
0.799,-1.12356503,-1.493447765,-0.25%
0.8,-1.129016654,-1.497773096,-0.25%
0.801,-1.13444521,-1.502069919,-0.24%
0.802,-1.139850539,-1.506338098,-0.24%
0.803,-1.14523248,-1.510577495,-0.24%
0.804,-1.150590874,-1.514787976,-0.24%
0.805,-1.155925562,-1.518969404,-0.24%
0.806,-1.161236386,-1.523121645,-0.24%
0.807,-1.166523188,-1.527244565,-0.24%
0.808,-1.17178581,-1.53133803,-0.23%
0.809,-1.177024094,-1.535401908,-0.23%
0.81,-1.182237885,-1.539436066,-0.23%
0.811,-1.187427026,-1.543440372,-0.23%
0.812,-1.192591362,-1.547414696,-0.23%
0.813,-1.197730736,-1.551358907,-0.23%
0.814,-1.202844994,-1.555272876,-0.23%
0.815,-1.207933982,-1.559156473,-0.23%
0.816,-1.212997547,-1.563009569,-0.22%
0.817,-1.218035534,-1.566832037,-0.22%
0.818,-1.22304779,-1.57062375,-0.22%
0.819,-1.228034164,-1.574384581,-0.22%
0.82,-1.232994504,-1.578114404,-0.22%
0.821,-1.237928658,-1.581813094,-0.22%
0.822,-1.242836475,-1.585480527,-0.22%
0.823,-1.247717806,-1.589116578,-0.21%
0.824,-1.252572499,-1.592721124,-0.21%
0.825,-1.257400406,-1.596294043,-0.21%
0.826,-1.262201379,-1.599835212,-0.21%
0.827,-1.266975268,-1.603344511,-0.21%
0.828,-1.271721927,-1.606821819,-0.21%
0.829,-1.276441208,-1.610267016,-0.21%
0.83,-1.281132964,-1.613679982,-0.21%
0.831,-1.28579705,-1.617060601,-0.20%
0.832,-1.290433319,-1.620408752,-0.20%
0.833,-1.295041627,-1.623724321,-0.20%
0.834,-1.29962183,-1.62700719,-0.20%
0.835,-1.304173784,-1.630257243,-0.20%
0.836,-1.308697345,-1.633474366,-0.20%
0.837,-1.313192371,-1.636658445,-0.20%
0.838,-1.317658719,-1.639809365,-0.20%
0.839,-1.322096249,-1.642927015,-0.20%
0.84,-1.326504818,-1.646011282,-0.19%
0.841,-1.330884288,-1.649062054,-0.19%
0.842,-1.335234518,-1.652079222,-0.19%
0.843,-1.339555368,-1.655062676,-0.19%
0.844,-1.343846701,-1.658012305,-0.19%
0.845,-1.348108379,-1.660928003,-0.19%
0.846,-1.352340263,-1.66380966,-0.19%
0.847,-1.356542218,-1.666657172,-0.19%
0.848,-1.360714108,-1.66947043,-0.18%
0.849,-1.364855796,-1.672249331,-0.18%
0.85,-1.368967148,-1.674993769,-0.18%
0.851,-1.37304803,-1.677703641,-0.18%
0.852,-1.377098308,-1.680378843,-0.18%
0.853,-1.381117849,-1.683019274,-0.18%
0.854,-1.385106522,-1.685624831,-0.18%
0.855,-1.389064193,-1.688195415,-0.18%
0.856,-1.392990733,-1.690730925,-0.18%
0.857,-1.396886011,-1.693231262,-0.18%
0.858,-1.400749897,-1.695696327,-0.17%
0.859,-1.404582263,-1.698126024,-0.17%
0.86,-1.408382979,-1.700520255,-0.17%
0.861,-1.412151919,-1.702878925,-0.17%
0.862,-1.415888955,-1.705201938,-0.17%
0.863,-1.41959396,-1.707489199,-0.17%
0.864,-1.42326681,-1.709740616,-0.17%
0.865,-1.42690738,-1.711956096,-0.17%
0.866,-1.430515544,-1.714135546,-0.17%
0.867,-1.43409118,-1.716278875,-0.16%
0.868,-1.437634164,-1.718385994,-0.16%
0.869,-1.441144375,-1.720456813,-0.16%
0.87,-1.444621691,-1.722491243,-0.16%
0.871,-1.44806599,-1.724489196,-0.16%
0.872,-1.451477154,-1.726450586,-0.16%
0.873,-1.454855063,-1.728375326,-0.16%
0.874,-1.458199598,-1.730263331,-0.16%
0.875,-1.461510642,-1.732114517,-0.16%
0.876,-1.464788077,-1.733928799,-0.16%
0.877,-1.468031786,-1.735706096,-0.15%
0.878,-1.471241654,-1.737446325,-0.15%
0.879,-1.474417567,-1.739149405,-0.15%
0.88,-1.477559409,-1.740815256,-0.15%
0.881,-1.480667068,-1.742443799,-0.15%
0.882,-1.483740431,-1.744034955,-0.15%
0.883,-1.486779385,-1.745588646,-0.15%
0.884,-1.48978382,-1.747104797,-0.15%
0.885,-1.492753626,-1.74858333,-0.15%
0.886,-1.495688691,-1.750024172,-0.15%
0.887,-1.498588909,-1.751427248,-0.14%
0.888,-1.501454169,-1.752792484,-0.14%
0.889,-1.504284366,-1.754119809,-0.14%
0.89,-1.507079392,-1.75540915,-0.14%
0.891,-1.509839143,-1.756660438,-0.14%
0.892,-1.512563511,-1.757873603,-0.14%
0.893,-1.515252395,-1.759048575,-0.14%
0.894,-1.517905689,-1.760185287,-0.14%
0.895,-1.520523292,-1.761283672,-0.14%
0.896,-1.523105101,-1.762343664,-0.14%
0.897,-1.525651016,-1.763365198,-0.13%
0.898,-1.528160936,-1.764348209,-0.13%
0.899,-1.530634762,-1.765292635,-0.13%
0.9,-1.533072395,-1.766198411,-0.13%
0.901,-1.535473738,-1.767065478,-0.13%
0.902,-1.537838693,-1.767893774,-0.13%
0.903,-1.540167165,-1.76868324,-0.13%
0.904,-1.542459058,-1.769433816,-0.13%
0.905,-1.544714277,-1.770145446,-0.13%
0.906,-1.546932729,-1.770818072,-0.13%
0.907,-1.549114322,-1.771451637,-0.13%
0.908,-1.551258962,-1.772046088,-0.12%
0.909,-1.553366559,-1.772601369,-0.12%
0.91,-1.555437023,-1.773117428,-0.12%
0.911,-1.557470264,-1.773594212,-0.12%
0.912,-1.559466194,-1.774031671,-0.12%
0.913,-1.561424724,-1.774429752,-0.12%
0.914,-1.563345768,-1.774788408,-0.12%
0.915,-1.56522924,-1.77510759,-0.12%
0.916,-1.567075055,-1.775387249,-0.12%
0.917,-1.568883128,-1.77562734,-0.12%
0.918,-1.570653376,-1.775827817,-0.12%
0.919,-1.572385717,-1.775988635,-0.11%
0.92,-1.574080068,-1.77610975,-0.11%
0.921,-1.575736349,-1.77619112,-0.11%
0.922,-1.57735448,-1.776232702,-0.11%
0.923,-1.578934382,-1.776234456,-0.11%
0.924,-1.580475977,-1.776196343,-0.11%
0.925,-1.581979187,-1.776118322,-0.11%
0.926,-1.583443936,-1.776000356,-0.11%
0.927,-1.584870149,-1.775842409,-0.11%
