x,y (H1),EXACT,%Err(H1)
----,----------,----------,-------
0,0,0,-nan(ind)%,
7.05,-21.67816925,-26.62134916,-0.18568%,
7.1,-28.16508549,-31.85694538,-0.11589%,
7.15,-33.17107053,-35.32245866,-0.060907%,
7.2,-36.29786151,-36.70399056,-0.011065%,
7.25,-37.24777751,-35.80573627,-0.040274%,
7.3,-35.84804421,-32.56864722,-0.10069%,
7.35,-32.06832292,-27.0812449,-0.18415%,
7.4,-26.02996693,-19.58148703,-0.32932%,
7.45,-18.00598497,-10.44910721,-0.72321%,
7.5,-8.411237749,-0.1884329179,-43.638%,
7.55,2.217002021,10.59770009,0.7908%,
7.6,13.24736839,21.24171375,0.37635%,
7.65,23.99023157,31.05095356,0.22739%,
7.7,33.73911589,39.35100297,0.14261%,
7.75,41.81532608,45.53004409,0.081588%,
7.8,47.61307275,49.08146215,0.029917%,
7.85,50.64221712,49.64186028,0.020151%,
7.9,50.56576058,47.02180157,0.075368%,
7.95,47.22939569,41.22692607,0.1456%,
8,40.68080878,32.46758936,0.25297%,
8.05,31.17696588,21.15581383,0.47368%,
8.1,19.17829668,7.88909816,1.431%,
8.15,5.329479248,-6.578545955,-1.8101%,
8.2,-9.572624178,-21.37712007,-0.5522%,
8.25,-24.62247447,-35.57071139,-0.30779%,
8.3,-38.85859129,-48.21437667,-0.19405%,
8.35,-51.32259468,-58.41452411,-0.12141%,
8.4,-61.12107403,-65.38908454,-0.065271%,
8.45,-67.48644589,-68.52358674,-0.015136%,
8.5,-69.83282996,-67.41931619,-0.035799%,
8.55,-67.80309,-61.9300503,-0.094833%,
8.6,-61.30355786,-52.18441931,-0.17475%,
8.65,-50.52357303,-38.59171573,-0.30918%,
8.7,-35.93780124,-21.82992989,-0.64626%,
8.75,-18.29029972,-2.815870578,-5.4954%,
8.8,1.439580613,17.34162377,0.91699%,
8.85,22.08819175,37.4032376,0.40946%,
8.9,42.37306675,56.07228801,0.24431%,
8.95,60.96940577,72.07527692,0.15409%,
9,76.5932094,84.24508024,0.090829%,
9.05,88.08604727,91.60155289,0.038378%,
9.1,94.49608737,93.42422699,0.011473%,
9.15,95.14997704,89.31201667,0.065366%,
9.2,89.71047798,79.22541905,0.13234%,
9.25,78.21541402,63.50759659,0.23159%,
9.3,61.09446542,42.88190055,0.42471%,
9.35,39.16159269,18.4247871,1.1255%,
9.4,13.58232804,-8.485391593,-2.6007%,
9.45,-14.18324767,-36.24166092,-0.60865%,
9.5,-42.45941781,-63.10017515,-0.32711%,
9.55,-69.45167345,-87.28548611,-0.20432%,
9.6,-93.35617117,-107.103244,-0.12835%,
9.65,-112.475404,-121.0534544,-0.070862%,
9.7,-125.3329559,-127.9370279,-0.020354%,
9.75,-130.7799038,-126.9484172,-0.030181%,
9.8,-128.0855874,-117.7476633,-0.087797%,
9.85,-117.0061018,-100.5061571,-0.16417%,
9.9,-97.82495858,-75.9218207,-0.2885%,
9.95,-71.3618719,-45.20116409,-0.57876%,
10,-38.94746894,-10.00767402,-2.8918%,
x,y (H3),EXACT,%Err(H3)
----,----------,----------,-------
0,0,0,-nan(ind)%,
0.001,0.005002479781,0.004999978953,0.00050017%,
0.002,0.01000983817,0.009999831583,0.0010007%,
0.003,0.01502195355,0.01499943146,0.0015015%,
0.004,0.02003870405,0.01999865201,0.0020027%,
0.005,0.02505996759,0.02499736658,0.0025043%,
0.006,0.03008562182,0.02999544838,0.0030062%,
0.007,0.03511554418,0.03499277051,0.0035085%,
0.008,0.04014961187,0.03998920596,0.0040112%,
0.009,0.04518770186,0.04498462762,0.0045143%,
0.01,0.0502296909,0.04997890829,0.0050178%,
0.011,0.05527545552,0.05497192065,0.0055216%,
0.012,0.06032487203,0.05996353729,0.0060259%,
0.013,0.06537781652,0.06495363073,0.0065306%,
0.014,0.07043416487,0.06994207337,0.0070357%,
0.015,0.07549379275,0.07492873754,0.0075412%,
0.016,0.08055657562,0.07991349548,0.0080472%,
0.017,0.08562238874,0.08489621936,0.0085536%,
0.018,0.09069110717,0.08987678128,0.0090605%,
0.019,0.09576260575,0.09485505323,0.0095678%,
0.02,0.1008367592,0.09983090718,0.010076%,
0.021,0.1059134419,0.104804215,0.010584%,
0.022,0.1109925282,0.1097748485,0.011093%,
0.023,0.1160738921,0.1147426794,0.011602%,
0.024,0.1211574076,0.1197075795,0.012111%,
0.025,0.1262429485,0.1246694203,0.012622%,
0.026,0.1313303882,0.1296280735,0.013132%,
0.027,0.1364196001,0.1345834106,0.013644%,
0.028,0.1415104575,0.1395353031,0.014155%,
0.029,0.1466028334,0.1444836224,0.014667%,
0.03,0.1516966006,0.14942824,0.01518%,
0.031,0.1567916319,0.1543690273,0.015694%,
0.032,0.1618877998,0.1593058556,0.016207%,
0.033,0.1669849768,0.1642385962,0.016722%,
0.034,0.172083035,0.1691671205,0.017237%,
0.035,0.1771818465,0.1740912997,0.017752%,
0.036,0.1822812833,0.179011005,0.018269%,
0.037,0.1873812173,0.1839261077,0.018785%,
0.038,0.1924815199,0.188836479,0.019303%,
0.039,0.1975820629,0.1937419902,0.019821%,
0.04,0.2026827175,0.1986425124,0.020339%,
0.041,0.207783355,0.2035379169,0.020858%,
0.042,0.2128838466,0.2084280749,0.021378%,
0.043,0.2179840632,0.2133128575,0.021898%,
0.044,0.2230838758,0.218192136,0.022419%,
0.045,0.228183155,0.2230657817,0.022941%,
0.046,0.2332817716,0.2279336658,0.023463%,
0.047,0.238379596,0.2327956595,0.023986%,
0.048,0.2434764988,0.2376516341,0.02451%,
0.049,0.2485723501,0.2425014609,0.025034%,
0.05,0.2536670203,0.2473450113,0.025559%,
0.051,0.2587603794,0.2521821566,0.026085%,
0.052,0.2638522975,0.2570127682,0.026612%,
0.053,0.2689426444,0.2618367175,0.027139%,
0.054,0.27403129,0.266653876,0.027667%,
0.055,0.2791181041,0.2714641153,0.028195%,
0.056,0.2842029563,0.2762673068,0.028725%,
0.057,0.2892857163,0.2810633222,0.029255%,
0.058,0.2943662534,0.2858520331,0.029785%,
0.059,0.2994444371,0.2906333113,0.030317%,
0.06,0.3045201368,0.2954070285,0.030849%,
0.061,0.3095932218,0.3001730566,0.031382%,
0.062,0.3146635613,0.3049312675,0.031916%,
0.063,0.3197310245,0.3096815331,0.032451%,
0.064,0.3247954804,0.3144237255,0.032987%,
0.065,0.3298567982,0.3191577169,0.033523%,
0.066,0.3349148467,0.3238833793,0.03406%,
0.067,0.3399694951,0.3286005852,0.034598%,
0.068,0.3450206121,0.3333092069,0.035137%,
0.069,0.3500680666,0.3380091167,0.035676%,
0.07,0.3551117275,0.3427001874,0.036217%,
0.071,0.3601514635,0.3473822915,0.036758%,
0.072,0.3651871435,0.3520553018,0.037301%,
0.073,0.3702186361,0.3567190912,0.037844%,
0.074,0.37524581,0.3613735325,0.038388%,
0.075,0.3802685339,0.3660184989,0.038933%,
0.076,0.3852866765,0.3706538635,0.039478%,
0.077,0.3903001064,0.3752794996,0.040025%,
0.078,0.3953086923,0.3798952806,0.040573%,
0.079,0.4003123027,0.3845010802,0.041121%,
0.08,0.4053108063,0.3890967718,0.041671%,
0.081,0.4103040718,0.3936822294,0.042221%,
0.082,0.4152919677,0.3982573268,0.042773%,
0.083,0.4202743626,0.402821938,0.043325%,
0.084,0.4252511251,0.4073759374,0.043879%,
0.085,0.430222124,0.4119191992,0.044433%,
0.086,0.4351872279,0.4164515979,0.044989%,
0.087,0.4401463054,0.4209730081,0.045545%,
0.088,0.4450992252,0.4254833047,0.046103%,
0.089,0.4500458561,0.4299823625,0.046661%,
0.09,0.4549860668,0.4344700566,0.047221%,
0.091,0.459919726,0.4389462624,0.047781%,
0.092,0.4648467026,0.4434108552,0.048343%,
0.093,0.4697668654,0.4478637107,0.048906%,
0.094,0.4746800833,0.4523047045,0.04947%,
0.095,0.4795862253,0.4567337127,0.050035%,
0.096,0.4844851602,0.4611506114,0.050601%,
0.097,0.4893767572,0.4655552768,0.051168%,
0.098,0.4942608853,0.4699475855,0.051736%,
0.099,0.4991374137,0.4743274141,0.052306%,
0.1,0.5040062116,0.4786946395,0.052876%,
0.101,0.5088671482,0.4830491387,0.053448%,
0.102,0.5137200929,0.4873907891,0.054021%,
0.103,0.518564915,0.4917194681,0.054595%,
0.104,0.5234014841,0.4960350533,0.05517%,
0.105,0.5282296698,0.5003374227,0.055747%,
0.106,0.5330493416,0.5046264542,0.056325%,
0.107,0.5378603692,0.5089020263,0.056904%,
0.108,0.5426626226,0.5131640175,0.057484%,
0.109,0.5474559716,0.5174123064,0.058065%,
0.11,0.5522402861,0.5216467721,0.058648%,
0.111,0.5570154364,0.5258672937,0.059232%,
0.112,0.5617812926,0.5300737507,0.059817%,
0.113,0.5665377249,0.5342660228,0.060404%,
0.114,0.5712846039,0.5384439898,0.060992%,
0.115,0.5760218,0.5426075318,0.061581%,
0.116,0.5807491838,0.5467565294,0.062171%,
0.117,0.5854666262,0.550890863,0.062763%,
0.118,0.590173998,0.5550104137,0.063357%,
0.119,0.5948711702,0.5591150625,0.063951%,
0.12,0.599558014,0.5632046908,0.064547%,
0.121,0.6042344005,0.5672791802,0.065145%,
0.122,0.6089002013,0.5713384128,0.065744%,
0.123,0.6135552878,0.5753822707,0.066344%,
0.124,0.6181995318,0.5794106363,0.066945%,
0.125,0.622832805,0.5834233924,0.067549%,
0.126,0.6274549794,0.587420422,0.068153%,
0.127,0.6320659272,0.5914016084,0.068759%,
0.128,0.6366655206,0.5953668352,0.069367%,
0.129,0.6412536321,0.5993159861,0.069976%,
0.13,0.6458301343,0.6032489455,0.070586%,
0.131,0.6503949,0.6071655976,0.071199%,
0.132,0.654947802,0.6110658273,0.071812%,
0.133,0.6594887136,0.6149495196,0.072427%,
0.134,0.6640175079,0.6188165599,0.073044%,
0.135,0.6685340586,0.6226668337,0.073663%,
0.136,0.6730382391,0.6265002271,0.074283%,
0.137,0.6775299234,0.6303166262,0.074904%,
0.138,0.6820089855,0.6341159178,0.075527%,
0.139,0.6864752996,0.6378979887,0.076152%,
0.14,0.6909287401,0.6416627261,0.076779%,
0.141,0.6953691816,0.6454100175,0.077407%,
0.142,0.699796499,0.649139751,0.078037%,
0.143,0.7042105672,0.6528518145,0.078668%,
0.144,0.7086112615,0.6565460968,0.079302%,
0.145,0.7129984574,0.6602224867,0.079937%,
0.146,0.7173720305,0.6638808735,0.080573%,
0.147,0.7217318567,0.6675211466,0.081212%,
0.148,0.7260778121,0.671143196,0.081852%,
0.149,0.730409773,0.6747469119,0.082494%,
0.15,0.7347276161,0.6783321851,0.083138%,
0.151,0.739031218,0.6818989064,0.083784%,
0.152,0.7433204558,0.6854469672,0.084432%,
0.153,0.7475952068,0.6889762592,0.085081%,
0.154,0.7518553486,0.6924866744,0.085733%,
0.155,0.7561007588,0.6959781053,0.086386%,
0.156,0.7603313155,0.6994504447,0.087041%,
0.157,0.7645468969,0.7029035858,0.087698%,
0.158,0.7687473816,0.7063374221,0.088357%,
0.159,0.7729326484,0.7097518476,0.089018%,
0.16,0.7771025762,0.7131467565,0.089681%,
0.161,0.7812570444,0.7165220436,0.090346%,
0.162,0.7853959326,0.7198776041,0.091013%,
0.163,0.7895191207,0.7232133333,0.091682%,
0.164,0.7936264887,0.7265291272,0.092353%,
0.165,0.7977179171,0.729824882,0.093026%,
0.166,0.8017932866,0.7331004945,0.093702%,
0.167,0.805852478,0.7363558618,0.094379%,
0.168,0.8098953729,0.7395908813,0.095059%,
0.169,0.8139218525,0.742805451,0.09574%,
0.17,0.817931799,0.7459994692,0.096424%,
0.171,0.8219250943,0.7491728347,0.09711%,
0.172,0.8259016209,0.7523254466,0.097798%,
0.173,0.8298612617,0.7554572045,0.098489%,
0.174,0.8338038996,0.7585680084,0.099181%,
0.175,0.8377294181,0.7616577588,0.099876%,
0.176,0.8416377009,0.7647263566,0.10057%,
0.177,0.845528632,0.7677737031,0.10127%,
0.178,0.8494020958,0.7707997001,0.10198%,
0.179,0.8532579769,0.7738042496,0.10268%,
0.18,0.8570961602,0.7767872545,0.10339%,
0.181,0.8609165313,0.7797486177,0.10409%,
0.182,0.8647189756,0.7826882427,0.10481%,
0.183,0.8685033793,0.7856060337,0.10552%,
0.184,0.8722696286,0.788501895,0.10624%,
0.185,0.8760176103,0.7913757315,0.10696%,
0.186,0.8797472113,0.7942274487,0.10768%,
0.187,0.8834583192,0.7970569522,0.1084%,
0.188,0.8871508216,0.7998641485,0.10913%,
0.189,0.8908246066,0.8026489442,0.10986%,
0.19,0.8944795627,0.8054112467,0.11059%,
0.191,0.8981155788,0.8081509636,0.11132%,
0.192,0.901732544,0.8108680031,0.11206%,
0.193,0.9053303478,0.8135622739,0.1128%,
0.194,0.9089088803,0.8162336852,0.11354%,
0.195,0.9124680317,0.8188821465,0.11428%,
0.196,0.9160076928,0.8215075681,0.11503%,
0.197,0.9195277546,0.8241098605,0.11578%,
