0, 6, 12, 14, 16, 13, 16, 22, 12, 13, 13, 19, 22, 24, 30, 33, 39, 45, 50, 53, 59, 61, 65, 68, 70, 72, 16, 17, 21, 22, 25, 31, 33, 38, 39, 41, 44, 46, 26, 29, 32, 38, 42, 43, 26, 27, 12, 15, 19, 24, 25, 30, 33, 37, 39, 43, 26, 29, 34, 35, 37, 40, 44, 26, 30, 32, 37, 40, 43, 45, 26, 32, 38, 43, 48, 52, 55, 61, 65, 69, 73, 78, 79, 80, 39, 44, 49, 52, 57, 59, 63, 64, 65, 68, 74, 76, 82, 87, 91, 95, 100, 100
0, 5, 10, 16, 17, 13, 13, 19, 25, 31, 37, 42, 48, 49, 55, 56, 61, 66, 71, 75, 81, 39, 41, 45, 46, 50, 51, 55, 57, 61, 64, 69, 75, 76, 82, 39, 42, 26, 12, 16, 21, 22, 25, 26, 32, 38, 40, 43, 46, 26, 29, 33, 34, 40, 43, 44, 26, 29, 31, 34, 39, 45, 26, 30, 35, 41, 44, 50, 55, 56, 59, 65, 70, 73, 79, 85, 88, 75, 76, 80, 86, 88, 93, 96, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 84
0, 2, 8, 13, 16, 21, 24, 26, 32, 38, 42, 45, 49, 53, 54, 59, 64, 66, 70, 75, 81, 86, 89, 91, 97, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 25
0, 4, 5, 7, 12, 13, 16, 22, 26, 12, 13, 19, 22, 12, 17, 19, 22, 26, 31, 37, 39, 44, 26, 30, 34, 35, 40, 42, 45, 26, 31, 33, 37, 38, 39, 40, 44, 46, 48, 52, 56, 57, 58, 63, 66, 67, 68, 72, 73, 79, 84, 90, 91, 75, 78, 81, 85, 87, 75, 78, 81, 82, 87, 91, 97, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 65
0, 2, 4, 9, 10, 15, 19, 20, 25, 31, 35, 38, 39, 40, 44, 49, 50, 55, 61, 67, 68, 74, 76, 82, 85, 90, 96, 98, 70, 75, 16, 19, 25, 27, 33, 37, 42, 45, 46, 49, 55, 61, 65, 69, 72, 76, 82, 84, 88, 91, 75, 16, 17, 19, 25, 12, 16, 22, 25, 30, 34, 34, 37, 41, 44, 50, 53, 56, 62, 64, 67, 68, 72, 74, 78, 80, 86, 88, 91, 93, 97, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 81
0, 6, 7, 9, 15, 19, 24, 12, 14, 16, 19, 25, 30, 35, 34, 34, 38, 44, 50, 53, 57, 58, 60, 63, 65, 69, 70, 72, 76, 82, 86, 91, 96, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 33
0, 2, 5, 7, 13, 13, 13, 15, 21, 26, 30, 34, 34, 40, 41, 42, 48, 51, 55, 56, 62, 64, 69, 71, 76, 79, 81, 86, 91, 97, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 30
0, 1, 5, 7, 7, 7, 8, 9, 12, 16, 22, 27, 29, 35, 40, 44, 49, 54, 55, 60, 63, 65, 70, 74, 75, 81, 85, 87, 75, 76, 79, 82, 84, 85, 86, 87, 75, 79, 81, 39, 41, 44, 26, 31, 32, 33, 38, 41, 46, 50, 51, 54, 56, 57, 61, 62, 66, 68, 74, 80, 84, 86, 87, 89, 75, 79, 84, 90, 75, 79, 85, 91, 97, 70, 76, 79, 39, 44, 45, 46, 52, 57, 59, 60, 65, 68, 74, 16, 21, 24, 27, 29, 32, 35, 39, 43, 48, 52, 58, 62, 68, 101
0, 2, 4, 9, 15, 19, 20, 24, 25, 31, 35, 38, 40, 43, 48, 53, 54, 60, 64, 67, 73, 76, 79, 39, 44, 50, 52, 57, 63, 67, 71, 72, 74, 16, 13, 14, 20, 25, 12, 17, 13, 16, 21, 22, 25, 30, 35, 34, 34, 39, 40, 43, 46, 51, 55, 61, 67, 70, 75, 16, 22, 27, 30, 34, 35, 41, 43, 46, 50, 53, 56, 61, 67, 68, 72, 73, 75, 81, 86, 90, 96, 70, 71, 75, 16, 13, 14, 13, 19, 21, 23, 26, 31, 34, 34, 37, 41, 46, 26, 29, 33, 101
0, 4, 9, 14, 17, 22, 24, 29, 32, 38, 43, 48, 50, 51, 56, 61, 65, 66, 72, 74, 75, 80, 81, 84, 89, 75, 81, 39, 41, 43, 46, 51, 55, 60, 62, 68, 73, 76, 82, 85, 91, 93, 97, 70, 72, 78, 82, 85, 91, 93, 96, 98, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 52
0, 5, 8, 10, 16, 21, 23, 27, 29, 30, 32, 34, 39, 40, 45, 46, 26, 29, 33, 39, 41, 43, 48, 53, 58, 64, 66, 72, 75, 80, 39, 45, 49, 53, 54, 57, 63, 64, 68, 74, 78, 84, 90, 93, 95, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 45
0, 1, 4, 6, 10, 13, 14, 19, 23, 24, 29, 32, 35, 41, 43, 26, 29, 32, 33, 39, 43, 26, 29, 34, 34, 34, 40, 43, 45, 46, 49, 51, 55, 56, 62, 63, 66, 69, 74, 79, 39, 45, 51, 57, 59, 64, 70, 74, 76, 81, 39, 42, 46, 52, 53, 55, 60, 61, 64, 69, 71, 75, 79, 80, 85, 88, 90, 75, 76, 80, 86, 87, 91, 75, 78, 39, 43, 48, 49, 54, 55, 57, 63, 66, 69, 70, 75, 76, 80, 81, 84, 88, 89, 90, 96, 100, 100, 100, 100, 100, 100, 95
