1,0,0,0,0,0,0,0,0,0,0,0,
0,0.166667,0.166667,0.166667,0.166667,0.166667,0.166667,0,0,0,0,0,
0,0,0.0277778,0.0555556,0.0833333,0.111111,0.138889,0.166667,0.138889,0.111111,0.0833333,0.0833333,
0,0,0,0.00462963,0.0138889,0.0277778,0.0462963,0.0694444,0.0972222,0.115741,0.125,0.5,
0,0,0,0,0.000771605,0.00308642,0.00771605,0.0154321,0.0270062,0.0432099,0.0617284,0.841049,
0,0,0,0,0,0.000128601,0.000643004,0.00192901,0.00450103,0.00900206,0.0162037,0.967593,
0,0,0,0,0,0,2.14335e-05,0.000128601,0.000450103,0.00120027,0.00270062,0.995499,
0,0,0,0,0,0,0,3.57225e-06,2.50057e-05,0.000100023,0.000300069,0.999571,
0,0,0,0,0,0,0,0,5.95374e-07,4.76299e-06,2.14335e-05,0.999973,
0,0,0,0,0,0,0,0,0,9.92291e-08,8.93061e-07,0.999999,
0,0,0,0,0,0,0,0,0,0,1.65382e-08,1,
0,0,0,0,0,0,0,0,0,0,0,1,
